"id","itemnr","name","category","description","price1","price2","price3","price4","price5","block1","block2","block3","block4","block5","vat","options","weight","unit","date_added","picturename","quantity","webshopid","qunit"
129,"","Glen -Induction - 3075","Induction Cooker","Model 3075",3920.000000,4312.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
130,"","Glen -Eon","Heater","",330.000000,363.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
131,"","Glen -Mini Grinder","Mixer Grinder Toster","Model - 4045G",1385.000000,1523.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
132,"","Glen -Mixer Grinder","Mixer Grinder Toster","Model 4025 , 350 Watt",2158.000000,2373.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
133,"","Glen -Induction - 3070","Induction Cooker","Model - 3070",2249.000000,2473.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
134,"","Glen -Electric Ketle - 9008","Mixer Grinder Toster","Model - 9008",1924.000000,2116.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
135,"","Glen -Hand Blender","Mixer Grinder Toster","Model - 4044",1165.000000,1281.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
136,"","Glen -Chopper","Mixer Grinder Toster","Model - Chopper 4043 + ",1600.000000,1760.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
137,"","Intex - 2650 - 2.1","Home Theater","Model - 2650",1800.000000,1980.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
138,"","Samsung - 250 Litre ","Refregerator","Model - RT27JAR2EPX",24700.000000,24700.000000,24700.000000,24700.000000,24700.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",1.00,0"",
139,"","Zebronics - Model - 2660 - 2.1","Home Theater","Model - 2660",1655.000000,1820.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
140,"","Zebronics - Model - 3390 - 4.1","Home Theater","Model - 3390",1825.000000,1825.000000,1825.000000,1825.000000,1825.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",1.00,0"",
141,"","Zebronics - 5.1 - Model - 6100","Home Theater","Model - 6100",2568.000000,2833.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
142,"","Carrier - AC - 1.5 Ton","Air Conditioner","Model - 18 Duraedy ",33300.000000,36630.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
143,"","Philips - Hairdryer - BT 1000","Hair Dryer","Model - BT 1000",804.000000,884.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:33","",0.00,0"",
144,"","Philips - Hairdryer - QT4006","Hair Dryer","Model - 4006",1372.000000,1499.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:34","",0.00,0"",
145,"","Refrigator trolly ","Trolly ","PVC",130.000000,200.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:34","",0.00,0"",
146,"","Washing machine Trolly","Trolly ","Fibre",275.000000,350.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:34","",0.00,0"",
147,"","HDMI Cord","MISC","Cord",150.000000,150.000000,150.000000,150.000000,150.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:34","",2.00,0"",
148,"","Emergency Light","Light","Model - Dolphin",650.000000,850.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:34","",0.00,0"",
149,"","Extension Box","MISC","Model - Skill",110.000000,110.000000,110.000000,110.000000,110.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:34","",2.00,0"",
150,"","MagiCook - 2 Cup  - Mixer","Mixer Grinder Toster","Model- Rex",1200.000000,1500.000000,0.000000,0.000000,0.000000,"0","0","0","0","0",0.00,"",0.00,-1,"2015-06-28 17:30:34","",0.00,0"",
151,"02","Samsung 6.2 kg W/M","Washing Machine","Model - WT62H22",10450.000000,10450.000000,10450.000000,10450.000000,10450.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",1.00,-1"",
152,"04","Videocon 7.2 kg W/M ","Washing Machine","Model - 72H13",10000.000000,10000.000000,10000.000000,10000.000000,10000.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",1.00,-1"",
153,"05","Videocon - 7.5 kg W/M","Washing Machine","Model - 75Z12",10450.000000,10450.000000,10450.000000,10450.000000,10450.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",1.00,-1"",
154,"06","Videocon - 6.5 kg W/M","Washing Machine","Model - VT65E12",12650.000000,12650.000000,12650.000000,12650.000000,12650.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",1.00,-1"",
155,"07","IFB 5.5 kg W/M","Washing Machine","Model - EVA   AQUA",24999.000000,24999.000000,24999.000000,24999.000000,24999.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",1.00,-1"",
156,"08","LLoyd 6.5 ","Washing Machine","Model - 565L",7590.000000,7590.000000,7590.000000,7590.000000,7590.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",0.00,-1"",
163,"","Crompton Winzer C/F","Ceiling Fan","Model - Winzer",1280.000000,1280.000000,1280.000000,1280.000000,1280.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",4.00,-1"",
164,"01","Glen Mixer Griender 550w","Mixer Grinder Toster","MOD 4021",2300.000000,2300.000000,2300.000000,2300.000000,2300.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",2.00,-1"",
165,"02","GLEN MIXER GRINDER 600W","Mixer Grinder Toster","MOD 4027",2900.000000,2900.000000,2900.000000,2900.000000,2900.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",2.00,-1"",
166,"","IFB - Oven ","Oven","Model - 20PMIS",5691.000000,5691.000000,5691.000000,5691.000000,5691.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",1.00,-1"",
167,"","Pureflames","Gas Oven","Model - Nil",1950.000000,1950.000000,1950.000000,1950.000000,1950.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",1.00,-1"",
168,"","Pure It Compect 1600","Water Filter","Model - 14L",1631.000000,1631.000000,1631.000000,1631.000000,1631.000000,"1","10","100","1000","10000",0.00,"",0.00,-1,"","",2.00,-1"",
